Deployment.Location.ID,month,lepus_detections,ursus_detections,odocoileus_detections,canis_detections,lynx_detections,martes_detections,marmota_detections,rare_detections,effort,Latitude,Longitude,Park,Trail,Height,d.Trail,elevation,water_dist_m,mean_ndvi,recreation_site_month,Year,recreation_rate_site,canopy_cover,start_date,end_date,recreation_park_month,recreation_rate_park_month,year_effort,recreation_rate_park_year,recreation_park_year,dist_to_trail,rec_year_100,rec_month_100,rec_site_100,log_effort
JOFF07,15,0,0,2,1,1,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.5704,2,2020,0.071428571,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,687.1191201,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,4,6,6,2,0,0,0,0,0,22,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.135494216
JOFF18,5,6,0,4,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,6,2,1,1,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,1448,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,7,1,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,8,6,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,9,5,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,10,0,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,11,0,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,12,0,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,13,0,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,14,0,0,0,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
JOFF18,15,3,0,1,0,0,0,0,0,28,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.6101,2,2020,0.071428571,68.21,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,339.2540192,113.3977901,74.1666667,7.1428571,3.36729583
GARI22,6,0,0,0,0,0,0,0,0,16,49.9619,-123.126,GARI,Off trail,1,NA,507,1708.039527,0.85445,1,2020,0.0625,70.18,2020-09-23,2020-10-20,15608,29.4490566,1525,39.11016393,59643,616.9545369,3911.016393,2944.90566,6.25,2.833213344
GARI22,7,0,0,4,0,0,0,0,0,28,49.9619,-123.126,GARI,Off trail,1,NA,507,1708.039527,0.85445,1,2020,0.0625,70.18,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,616.9545369,3911.016393,2944.90566,6.25,3.36729583
GARI22,8,0,0,2,0,0,0,0,0,13,49.9619,-123.126,GARI,Off trail,1,NA,507,1708.039527,0.85445,1,2020,0.0625,70.18,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,616.9545369,3911.016393,2944.90566,6.25,2.63905733
JOFF05,30,0,0,1,0,0,1,0,0,17,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.80065,1,2022,0.058823529,87.28,2022-07-27,2022-08-23,22467,47.70063694,1988,31.71881288,63057,231.8578592,3171.881288,4770.063694,5.8823529,2.890371758
JOFF08,30,0,0,0,0,0,0,0,0,17,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.73435,1,2022,0.058823529,97.37,2022-07-27,2022-08-23,22467,47.70063694,1988,31.71881288,63057,314.3639562,3171.881288,4770.063694,5.8823529,2.890371758
JOFF12,30,3,0,0,0,0,0,0,0,17,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.78355,1,2022,0.058823529,84.93,2022-07-27,2022-08-23,22467,47.70063694,1988,31.71881288,63057,260.5910944,3171.881288,4770.063694,5.8823529,2.890371758
JOFF19,4,0,3,6,0,0,0,0,0,22,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,1448,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.135494216
JOFF19,5,8,2,6,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,6,3,0,6,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,7,6,0,2,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,8,0,0,0,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,9,1,0,0,0,0,1,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,10,1,0,0,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,11,0,0,0,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,12,0,0,0,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,13,0,0,0,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,14,1,0,0,0,0,1,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,15,0,0,1,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,16,0,1,4,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,17,0,3,14,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
JOFF19,18,0,1,4,0,0,0,0,0,28,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.872366667,1,2020,0.045454545,91.49,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,461.1717115,113.3977901,168.4895833,4.5454545,3.36729583
GARI06,30,0,0,1,0,0,0,0,0,23,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.8295,1,2022,0.043478261,81.62,2022-07-27,2022-08-23,34712,68.73663366,2303,36.80937907,84772,421.3716096,3680.937907,6873.663366,4.3478261,3.17805383
GARI13,30,0,0,0,0,0,0,0,1,23,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.87835,1,2022,0.043478261,68.21,2022-07-27,2022-08-23,34712,68.73663366,2303,36.80937907,84772,306.934926,3680.937907,6873.663366,4.3478261,3.17805383
GARI14,30,0,0,0,0,0,0,0,0,23,49.9455,-123.098,GARI,Off trail,0,NA,909,2857.694613,0.59675,1,2022,0.043478261,90.53,2022-07-27,2022-08-23,34712,68.73663366,2303,36.80937907,84772,197.5455352,3680.937907,6873.663366,4.3478261,3.17805383
GARI22,30,0,0,0,0,0,0,0,0,23,49.9619,-123.126,GARI,Off trail,1,NA,507,1708.039527,0.85025,1,2022,0.043478261,70.18,2022-07-27,2022-08-23,34712,68.73663366,2303,36.80937907,84772,616.9545369,3680.937907,6873.663366,4.3478261,3.17805383
JOFF05,4,0,1,0,0,0,5,0,0,23,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,1448,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.17805383
JOFF05,5,0,0,7,0,0,2,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,6,0,1,7,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,7,0,0,1,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,8,1,0,0,0,0,1,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,9,2,0,0,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,10,0,0,0,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,11,0,0,0,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,12,0,0,0,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,13,0,0,0,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,14,0,0,0,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF05,15,2,0,1,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.824966667,1,2020,0.043478261,87.28,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,231.8578592,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,4,0,0,0,0,0,0,0,0,23,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,1448,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.17805383
JOFF08,5,0,0,1,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,6,0,0,2,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,7,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,8,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,9,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,10,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,11,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,12,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,13,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,14,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,15,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,16,0,0,0,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF08,17,0,0,1,0,0,0,0,0,28,50.3585,-122.482,JOFF,Off trail,0,1,1489,656.2773024,0.793433333,1,2020,0.043478261,97.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,314.3639562,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,4,0,0,0,0,0,1,0,0,23,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,1448,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.17805383
JOFF10,5,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,6,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,7,0,0,0,0,0,1,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,8,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,9,0,0,0,0,0,1,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,10,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,11,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,12,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,13,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,14,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
JOFF10,15,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.781066667,1,2020,0.043478261,38.37,2020-07-29,2020-08-25,647,1.684895833,NA,1.133977901,1642,303.7751904,113.3977901,168.4895833,4.3478261,3.36729583
GARI03,4,1,0,1,0,0,0,0,0,21,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.091042453
GARI03,5,1,1,3,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,6,0,6,5,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,1525,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,7,0,0,1,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,8,0,0,0,0,0,3,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,9,0,0,0,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,10,0,0,0,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,11,0,0,0,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,12,0,0,0,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,13,0,0,0,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI03,14,0,0,0,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.5087,1,2020,0.035714286,14.05,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,244.8130842,3911.016393,2944.90566,3.5714286,3.36729583
GARI04,4,1,3,2,0,0,0,0,0,21,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.091042453
GARI04,5,3,4,3,0,0,0,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.36729583
GARI04,6,2,5,3,0,0,0,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,1525,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.36729583
GARI04,7,0,0,3,0,0,1,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.36729583
GARI04,8,0,0,0,0,0,0,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.36729583
GARI04,9,0,0,0,0,0,0,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.36729583
GARI04,10,0,0,0,0,0,0,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.36729583
GARI04,11,0,0,0,0,0,0,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.8081,1,2020,0.035714286,83.77,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,267.1805777,3911.016393,2944.90566,3.5714286,3.36729583
